class,AG standard,AG op. aléatoires,AG + UCB1,AG + QL (en ligne)
ASC,0.07618718716079749,0.015369280490732357,0.015261965987230291,0.01927622550795725
SC,0.11050007780174903,0.02635059574483792,0.021104259261604166,0.02635059574483792
UC,0.007349878915492575,0.005596807519588958,0.005592884832583683,0.008870946529429267
Moyenne,0.06467904795934637,0.015772227918386412,0.01398637002713938,0.01816592259407481
