instance,method,seed,value,time,evaluations,feasible,gen_to_best,final_diversity,reference,gap_pct,optimal_hit,family,class,n,m
SC_n500_R1000_s901,GA-UCB,3,158841.0,2.7043178739986615,19700,True,31,0.0037936000000000007,158841.0,0.0,True,pisinger-gen,SC,500,1
SC_n500_R1000_s901,GA-UCB,4,158841.0,2.979099388998293,19700,True,39,0.010198400000000005,158841.0,0.0,True,pisinger-gen,SC,500,1
SC_n500_R1000_s901,GA-UCB,5,158841.0,2.983822636997502,19700,True,44,0.0034368000000000007,158841.0,0.0,True,pisinger-gen,SC,500,1
UC_n500_R1000_s900,GA,0,211986.0,3.5608482099996763,19700,True,44,0.0021744000000000004,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA,1,211986.0,2.817911834001279,19700,True,43,0.0024168000000000006,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA,2,211981.0,3.453588855001726,19700,True,36,0.0010232000000000004,212003.0,0.010377211643231464,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA,3,211986.0,3.149015748000238,19700,True,45,0.002809600000000001,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA,4,211986.0,3.600581066999439,19700,True,51,0.0010248000000000004,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA,5,211994.0,3.494678062997991,19700,True,112,0.003121600000000001,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL,0,211961.0,4.12250016300095,19700,True,146,0.009511200000000004,212003.0,0.01981104040980552,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL,1,212003.0,4.108422301000246,19700,True,36,0.009288000000000005,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL,2,211986.0,2.788462521999463,19700,True,28,0.0034760000000000012,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL,3,211961.0,4.013474744999257,19700,True,44,0.0014240000000000006,212003.0,0.01981104040980552,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL,4,211994.0,4.152070157000708,19700,True,32,0.005357600000000001,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL,5,211994.0,3.2932454479996522,19700,True,31,0.009836000000000004,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-a,0,212003.0,3.60174217399981,19700,True,166,0.0012560000000000002,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-a,1,211994.0,3.452692176997516,19700,True,28,0.0007128000000000003,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-a,2,212003.0,4.112921700001607,19700,True,197,0.0078304,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-a,3,212003.0,3.3457020100031514,19700,True,38,0.007768000000000002,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-a,4,211994.0,4.171987223999167,19700,True,106,0.010149600000000005,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-a,5,211981.0,3.7696488319998025,19700,True,25,0.008944800000000003,212003.0,0.010377211643231464,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-b,0,212003.0,4.148711095000181,19700,True,86,0.007727200000000003,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-b,1,212003.0,3.7794915399972524,19700,True,36,0.009288000000000005,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-b,2,211994.0,4.204275918000349,19700,True,26,0.011817600000000004,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-b,3,211961.0,3.4346152010002697,19700,True,44,0.0014240000000000006,212003.0,0.01981104040980552,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-b,4,211994.0,4.275467797000601,19700,True,32,0.005357600000000001,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-b,5,211994.0,4.001719027000945,19700,True,31,0.009836000000000004,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-c,0,212003.0,3.0557794790001935,19700,True,43,0.007913600000000003,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-c,1,211985.0,3.7699508690020593,19700,True,27,0.012669600000000007,212003.0,0.008490445889916652,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-c,2,211985.0,3.5069435680015886,19700,True,28,0.0017232000000000005,212003.0,0.008490445889916652,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-c,3,211986.0,4.1344133659986255,19700,True,33,0.006472000000000002,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-c,4,211986.0,3.780050813998969,19700,True,36,0.0036424000000000014,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-QL-c,5,211986.0,3.60429675100022,19700,True,183,0.008213600000000003,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-RAND,0,211985.0,3.829587702999561,19700,True,32,0.0016504000000000002,212003.0,0.008490445889916652,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-RAND,1,212003.0,2.673426058001496,19700,True,58,0.0028696000000000012,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-RAND,2,211994.0,4.065586856999289,19700,True,38,0.008352000000000004,212003.0,0.004245222944958326,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-RAND,3,211986.0,4.019803121002042,19700,True,32,0.009412800000000004,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-RAND,4,211986.0,3.1091198940011964,19700,True,39,0.004659200000000002,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-RAND,5,212003.0,3.9948372740000195,19700,True,37,0.009488000000000003,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-UCB,0,211985.0,3.9493825680001464,19700,True,32,0.008912000000000005,212003.0,0.008490445889916652,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-UCB,1,211976.0,4.080092747997696,19700,True,32,0.006693600000000002,212003.0,0.012735668834874979,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-UCB,2,212003.0,3.3465499529993394,19700,True,59,0.009411200000000003,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-UCB,3,211986.0,3.531003262000013,19700,True,35,0.006088800000000002,212003.0,0.008018754451587949,False,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-UCB,4,212003.0,3.855602882002131,19700,True,83,0.0018120000000000007,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s900,GA-UCB,5,212003.0,3.2874774759984575,19700,True,77,0.0024184000000000007,212003.0,0.0,True,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA,0,192756.0,3.1396199299997534,19700,True,48,0.00047520000000000017,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA,1,192743.0,3.5088661709996813,19700,True,43,0.0007920000000000003,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA,2,192756.0,3.4494859900005395,19700,True,30,0.0012672000000000004,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA,3,192756.0,2.7469767609982227,19700,True,43,0.002122400000000001,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA,4,192762.0,3.2267716780006594,19700,True,186,0.0014776000000000004,192766.0,0.002075054729568492,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA,5,192743.0,3.512930911001604,19700,True,33,0.002432800000000001,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL,0,192756.0,4.045216749000247,19700,True,32,0.010269600000000004,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL,1,192743.0,4.183998686999985,19700,True,33,0.0023504000000000008,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL,2,192756.0,3.5136259979990427,19700,True,49,0.010263200000000005,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL,3,192756.0,4.086183763000008,19700,True,62,0.003464000000000001,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL,4,192745.0,3.6866793679982948,19700,True,55,0.008085600000000004,192766.0,0.010894037330234585,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL,5,192743.0,3.972332343000744,19700,True,54,0.010874400000000005,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-a,0,192743.0,4.135025344003225,19700,True,35,0.013600000000000004,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-a,1,192745.0,4.046984152999357,19700,True,32,0.008873600000000004,192766.0,0.010894037330234585,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-a,2,192756.0,2.4206340499986254,19700,True,26,0.008514400000000004,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-a,3,192743.0,4.091078228000697,19700,True,33,0.008730400000000004,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-a,4,192743.0,3.8136050020002585,19700,True,37,0.0011848000000000006,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-a,5,192756.0,3.7242790259988396,19700,True,29,0.009524800000000005,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-b,0,192756.0,4.042703079998319,19700,True,32,0.010269600000000004,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-b,1,192743.0,2.6221014770017064,19700,True,33,0.0023504000000000008,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-b,2,192756.0,3.8653456079991884,19700,True,49,0.010263200000000005,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-b,3,192743.0,3.618612336998922,19700,True,49,0.010509600000000006,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-b,4,192745.0,4.043506458001502,19700,True,55,0.008085600000000004,192766.0,0.010894037330234585,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-b,5,192743.0,3.930485976001364,19700,True,54,0.010874400000000005,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-c,0,192743.0,3.9696321569972497,19700,True,34,0.003420800000000001,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-c,1,192745.0,2.9382175509999797,19700,True,112,0.008600000000000005,192766.0,0.010894037330234585,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-c,2,192756.0,3.1342847400010214,19700,True,28,0.001891200000000001,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-c,3,192743.0,2.6851040349974937,19700,True,25,0.005701600000000002,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-c,4,192756.0,2.492782036999415,19700,True,46,0.0046832,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-QL-c,5,192756.0,2.2152181080018636,19700,True,41,0.0030584000000000006,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-RAND,0,192756.0,3.069285403998947,19700,True,30,0.0027640000000000013,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-RAND,1,192762.0,3.513944062000519,19700,True,32,0.0031192000000000012,192766.0,0.002075054729568492,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-RAND,2,192762.0,3.95999388799828,19700,True,149,0.008055200000000002,192766.0,0.002075054729568492,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-RAND,3,192756.0,3.860803832001693,19700,True,178,0.012223200000000005,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-RAND,4,192743.0,3.9537924590003968,19700,True,29,0.005468800000000002,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-RAND,5,192743.0,3.755784572000266,19700,True,36,0.0069384000000000026,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-UCB,0,192756.0,3.7634453079990635,19700,True,34,0.001584000000000001,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-UCB,1,192756.0,3.9302037230008864,19700,True,36,0.009990400000000005,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-UCB,2,192743.0,3.026497537000978,19700,True,30,0.009367200000000004,192766.0,0.011931564695018831,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-UCB,3,192756.0,3.9628557409996574,19700,True,30,0.009631200000000003,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-UCB,4,192756.0,2.5567596920009237,19700,True,135,0.002290400000000001,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
UC_n500_R1000_s901,GA-UCB,5,192756.0,3.6549477230000775,19700,True,186,0.006596000000000002,192766.0,0.0051876368239212305,False,pisinger-gen,UC,500,1
